avg_temp,avg_humidity,S1-7,C1-7,S2-7,C2-7,S1-365,C1-365,S2-365,C2-365,S3-365,C3-365,S4-365,C4-365,S5-365,C5-365,S6-365,C6-365,S7-365,C7-365,S8-365,C8-365,S9-365,C9-365,S10-365,C10-365,S11-365,C11-365,S12-365,C12-365
53.56547619047619,76.70982142857143,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.017201575418260506,0.9998520419557735,0.03439806061360801,0.9994082116062598,0.05158436686940837,0.9986686402879997,0.06875540848113941,0.9976335468520451,0.08590610426133272,0.9963032375991965,0.1030313790431788,0.9946781061893646,0.12012616518235049,0.9927586335250793,0.13718540405660057,0.9905453876091833,0.1542040475626894,0.988039023376751,0.17117705961019986,0.985240282501282,0.18809941761179758,0.9821499931752291,0.20496611396949535,0.9787690698649216
53.757440476190474,80.47916666666667,0.9749279121818236,-0.22252093395631434,-0.43388373911755823,-0.9009688679024191,0.03439806061360801,0.9994082116062598,0.06875540848113941,0.9976335468520451,0.1030313790431788,0.9946781061893646,0.13718540405660057,0.9905453876091833,0.17117705961019986,0.985240282501282,0.20496611396949535,0.9787690698649216,0.23851257519407645,0.9711394088771653,0.2717767384711357,0.9623603298276545,0.3047192331091634,0.9524422234305676,0.3373010691361842,0.9413968285264122,0.3694836834473831,0.9292372181882051,0.40122898544750096,0.9159777842484876
55.913690476190474,81.22916666666667,0.43388373911755823,-0.900968867902419,-0.78183148246803,0.6234898018587334,0.05158436686940837,0.9986686402879997,0.1030313790431788,0.9946781061893646,0.1542040475626894,0.988039023376751,0.20496611396949535,0.9787690698649216,0.2551824131233728,0.9668929289391521,0.3047192331091634,0.9524422234305676,0.3534446712740876,0.9354554315134165,0.40122898544750096,0.9159777842484876,0.4479449394078912,0.8940611451454876,0.49346814167723735,0.8697638720650646,0.5376773767406141,0.8431506618282,0.580454927809098,0.8142923779467267
61.694940476190474,74.8422619047619,-0.43388373911755823,-0.9009688679024191,0.7818314824680295,0.6234898018587339,0.06875540848113941,0.9976335468520451,0.13718540405660057,0.9905453876091833,0.20496611396949535,0.9787690698649216,0.2717767384711357,0.9623603298276545,0.3373010691361842,0.9413968285264122,0.40122898544750096,0.9159777842484876,0.46325792256749165,0.8862235029485801,0.52309430334913265,0.8522748088519838,0.580454927809098,0.8142923779467267,0.6350683134867438,0.7724559775191742,0.6866759803451553,0.726963615332308,0.7350336741329413,0.6780306024735381
60.430059523809526,76.06696428571429,-0.9749279121818235,-0.22252093395631545,0.4338837391175594,-0.9009688679024185,0.08590610426133272,0.9963032375991965,0.17117705961019986,0.985240282501282,0.2551824131233728,0.9668929289391521,0.3373010691361842,0.9413968285264122,0.41692588132872865,0.908940487313808,0.49346814167723735,0.8697638720650646,0.5663619330814524,0.8241566360566663,0.6350683134867438,0.7724559775191742,0.6990793005655562,0.7150441465537444,0.757921627497347,0.6523456189565258,0.8111602420785621,0.5848239578463323,0.8584015232918917,0.512978386299228
62.004464285714285,77.99107142857143,-0.78183148246803,0.6234898018587334,-0.9749279121818235,-0.22252093395631545,0.1030313790431788,0.9946781061893646,0.20496611396949535,0.9787690698649216,0.3047192331091634,0.9524422234305676,0.40122898544750096,0.9159777842484876,0.49346814167723735,0.8697638720650646,0.580454927809098,0.8142923779467267,0.6612634749656384,0.7501537286959044,0.7350336741329413,0.6780306024735381,0.8009803309782906,0.5986906625177213,0.8584015232918917,0.512978386299228,0.9066860720977985,0.4218060770826634,0.945320046913132,0.3261441535642696
55.85565476190476,71.66666666666667,0,1,0,1,0.12012616518235049,0.9927586335250793,0.23851257519407645,0.9711394088771653,0.3534446712740877,0.9354554315134164,0.46325792256749165,0.8862235029485801,0.5663619330814524,0.8241566360566663,0.6612634749656386,0.7501537286959042,0.7465881145324131,0.6652865452111115,0.821100117812889,0.5707841943569038,0.8837203473619977,0.4680153284438345,0.9335418911179212,0.35846832151248087,0.969843196967294,0.24372971360968387,0.992098522791769,0.12546123335273648
57.660714285714285,81.80357142857143,0.7818314824680295,0.6234898018587339,0.9749279121818238,-0.22252093395631348,0.13718540405660057,0.9905453876091833,0.2717767384711357,0.9623603298276545,0.40122898544750096,0.9159777842484876,0.52309430334913265,0.8522748088519838,0.6350683134867438,0.7724559775191742,0.7350336741329413,0.6780306024735381,0.821100117812889,0.5707841943569038,0.8916401947968874,0.45274469960737107,0.945320046913132,0.3261441535642696,0.981124629771712,0.19337647441020586,0.998376906467142,0.056952196034039754,0.9967506498213929,-0.0805490042187419
47.623511904761905,72.72470238095238,0.9749279121818238,-0.22252093395631348,-0.4338837391175566,-0.9009688679024199,0.1542040475626894,0.988039023376751,0.3047192331091634,0.9524422234305676,0.4479449394078912,0.8940611451454876,0.580454927809098,0.8142923779467267,0.6990793005655562,0.7150441465537444,0.8009803309782906,0.5986906625177213,0.8837203473619977,0.4680153284438345,0.945320046913132,0.3261441535642696,0.984305844499033,0.17647097349152166,0.9997451236925734,0.022576263041545485,0.9912685467787256,-0.13185851571739118,0.959078890034113,-0.28313898122818376
49.299107142857146,81.14434523809524,0.4338837391175594,-0.9009688679024185,-0.7818314824680314,0.6234898018587313,0.17117705961019986,0.985240282501282,0.3373010691361842,0.9413968285264122,0.49346814167723735,0.8697638720650646,0.6350683134867438,0.7724559775191742,0.757921627497347,0.6523456189565258,0.8584015232918917,0.512978386299228,0.9335418911179212,0.35846832151248087,0.981124629771712,0.19337647441020586,0.9997451236925734,0.022576263041545485,0.9888537064205885,-0.1488903868564546,0.9487718864399474,-0.3159618766579027,0.8806828564301475,-0.47370635037968
50.857142857142854,81.80059523809524,-0.43388373911755823,-0.9009688679024191,0.7818314824680295,0.6234898018587339,0.18809941761179758,0.9821499931752291,0.3694836834473831,0.9292372181882051,0.5376773767406141,0.8431506618282,0.6866759803451553,0.726963615332308,0.8111602420785621,0.5848239578463323,0.9066860720977985,0.4218060770826634,0.9698431969672939,0.24372971360968407,0.998376906467142,0.056952196034039754,0.9912685467787256,-0.13185851571739118,0.9487718864399474,-0.3159618766579027,0.8724040568049615,-0.48878539428899226,0.7648913904341226,-0.6441592666722685
57.95386904761905,82.61755952380952,-0.9749279121818235,-0.22252093395631545,0.4338837391175594,-0.9009688679024185,0.20496611396949535,0.9787690698649216,0.40122898544750096,0.9159777842484876,0.580454927809098,0.8142923779467267,0.7350336741329413,0.6780306024735381,0.8584015232918917,0.512978386299228,0.945320046913132,0.3261441535642696,0.9920985227917689,0.12546123335273693,0.9967506498213929,-0.0805490042187419,0.959078890034113,-0.28313898122818376,0.8806828564301475,-0.47370635037968,0.7648913904341226,-0.6441592666722685,0.6166212130956382,-0.7872599821916922
65.89880952380952,81.73809523809524,-0.7818314824680304,0.6234898018587327,-0.9749279121818232,-0.2225209339563163,0.22177215755648186,0.975098513039961,0.4324994021339788,0.901634220265486,0.6216868902665479,0.7832658619336791,0.7799125224167177,0.6258885343075018,0.8992961915530254,0.43734009633033205,0.9738922359149924,0.22701082094141847,0.9999855506507186,0.005375731557584106,0.9762766110869321,-0.21652708524481437,0.9039461929224011,-0.42764620926777464,0.7865965660866019,-0.6174672802835517,0.6300720909843687,-0.7765366444428655,0.44216815196707204,-0.8969321743510065
52.933035714285715,72.5610119047619,0,1,0,1,0.23851257519407645,0.9711394088771653,0.46325792256749165,0.8862235029485801,0.6612634749656386,0.7501537286959042,0.821100117812889,0.5707841943569038,0.9335418911179212,0.35846832151248087,0.992098522791769,0.12546123335273648,0.9933900548258936,-0.11478762552212723,0.9373419384643773,-0.3484108069446806,0.8271893372462497,-0.5619233046832195,0.6692903895412567,-0.7430009249440493,0.47275920928627757,-0.881191653407483,0.24893980855376657,-0.9685189578512204
38.546130952380956,60.65327380952381,0.7818314824680295,0.6234898018587339,0.9749279121818238,-0.22252093395631348,0.2551824131233728,0.9668929289391521,0.49346814167723735,0.8697638720650646,0.6990793005655562,0.7150441465537444,0.8584015232918917,0.512978386299228,0.9608854255574977,0.27694620226893646,0.9997451236925734,0.022576263041545485,0.9724075561219969,-0.233288544075455,0.8806828564301475,-0.47370635037968,0.7306444969184914,-0.6827580970759151,0.5322271388474397,-0.8466016020976267,0.2985688173637198,-0.9543881083175909,0.04514101777397193,-0.9989806246941579
37.294642857142854,68.55654761904762,0.9749279121818238,-0.22252093395631348,-0.4338837391175566,-0.9009688679024199,0.2717767384711357,0.9623603298276545,0.52309430334913265,0.8522748088519838,0.7350336741329413,0.6780306024735381,0.8916401947968874,0.45274469960737107,0.981124629771712,0.19337647441020586,0.9967506498213929,-0.0805490042187419,0.9373419384643773,-0.3484108069446806,0.8073707443023492,-0.5900444739548627,0.6166212130956382,-0.7872599821916922,0.37945284372454435,-0.925211078289358,0.11371951458594969,-0.9935128947338007,-0.16057454459499443,-0.9870237158387382
28.886904761904763,45.76190476190476,0.4338837391175594,-0.9009688679024185,-0.7818314824680314,0.6234898018587313,0.2882906407095177,0.9575429528116719,0.5521013427459208,0.8337770129585915,0.7690308592589182,0.6392116531380587,0.9206588168102428,0.3903682146763026,0.9941098647022418,0.10837701279187609,0.9831469737221498,-0.1828169249850201,0.8887010478292915,-0.45848712914008766,0.7187918772884232,-0.6952253139408722,0.4878471454423123,-0.8729290708206409,0.21547731504673012,-0.976508846196619,-0.07518957641475835,-0.9971692572470179,-0.35947181308842385,-0.933155943878043
22.729166666666668,40.552083333333336,-0.4338837391175566,-0.9009688679024199,0.7818314824680278,0.623489801858736,0.3047192331091634,0.9524422234305676,0.580454927809098,0.8142923779467267,0.8009803309782906,0.5986906625177213,0.945320046913132,0.3261441535642696,0.9997451236925734,0.022576263041545485,0.959078890034113,-0.28313898122818376,0.8271893372462497,-0.5619233046832195,0.6166212130956382,-0.7872599821916922,0.3474028211842774,-0.9377159910299093,0.04514101777397193,-0.9989806246941579,-0.26141439851115644,-0.965226663665613,-0.5431052396834323,-0.8396646346181323
